DATE;TRIES;SECONDS
2022-09-28 15:53:57;59;294
2022-09-28 15:54:07;2;10
2022-09-28 15:57:03;3;14
2022-09-28 15:57:12;3;14
2022-09-28 15:57:34;2;9
2022-09-28 15:57:43;5;24
2022-09-28 15:57:52;2;9
2022-09-28 16:19:13;21;105
2022-09-28 16:19:14;231;1159
2022-09-28 16:19:14;184;915
2022-09-28 16:19:15;224;1120
2022-09-28 16:19:16;182;910
2022-09-28 16:19:18;84;420
2022-09-28 16:19:18;183;915
2022-09-28 16:19:19;144;720
2022-09-28 16:19:20;231;1156
2022-09-28 16:19:21;63;315
2022-09-28 16:19:21;184;921
2022-09-28 16:19:22;104;520
2022-09-28 16:19:22;185;925
2022-09-28 16:19:23;84;420
2022-09-28 16:19:23;2;9
2022-09-28 16:19:24;6;25
2022-09-28 16:19:24;206;1025
2022-09-28 16:19:25;2;9
2022-09-28 16:19:26;147;735
2022-09-28 16:19:27;2;9
2022-09-28 16:19:28;44;219
2022-09-28 16:19:28;3;14
2022-09-28 16:19:30;126;629
2022-09-28 16:19:30;2;9
2022-09-28 16:19:31;2;9
2022-09-28 16:19:32;2;9
2022-09-28 16:19:32;4;19
2022-09-28 16:19:34;3;14
2022-09-28 16:19:37;4;19
2022-09-28 16:19:38;3;14
2022-09-28 16:19:40;4;19
2022-09-28 16:19:41;3;13
2022-09-28 16:19:48;170;850
2022-09-28 16:19:49;4;19
2022-09-28 16:19:55;3;13
2022-09-28 16:20:14;4;19
2022-09-28 16:20:27;2;8
2022-09-28 16:22:06;5;23
2022-09-28 16:23:36;4;16
2022-09-28 16:23:42;2;6
2022-09-28 16:27:15;6;29
2022-09-28 16:27:25;2;10
2022-09-28 16:30:07;2;7
2022-09-28 16:30:15;2;8
2022-09-28 16:33:09;2;8
2022-09-28 16:33:19;2;8
2022-09-28 16:38:01;2;8
2022-09-28 16:40:02;2;9
2022-09-28 16:40:37;4;19
2022-09-28 16:40:55;4;18
2022-09-28 16:41:34;2;6
2022-09-28 16:41:46;3;12
2022-09-28 16:41:49;5;22
2022-09-28 16:42:00;3;11
2022-09-28 16:49:05;5;23
2022-09-28 16:52:42;2;7
2022-09-28 17:00:56;23;115
2022-09-28 17:01:32;53;265
2022-09-28 17:01:36;8;40
2022-09-28 17:01:42;2;10
2022-09-28 17:02:07;25;125
2022-09-28 17:02:16;2;9
2022-09-28 17:04:27;3;14
2022-09-28 17:04:44;4;17
2022-09-28 17:04:51;4;17
2022-09-28 17:07:02;9;41
2022-09-28 17:17:46;5;22
2022-09-28 17:17:48;3;12
2022-09-28 17:17:54;2;8
2022-09-28 17:18:03;2;8
2022-09-28 17:22:03;3;12
2022-09-28 17:22:06;3;12
2022-09-28 17:22:25;5;22
2022-09-28 17:22:35;2;8
2022-09-28 17:22:39;3;12
2022-09-28 17:22:47;3;12
2022-09-28 17:26:59;2;7
2022-09-28 17:31:28;2;6
2022-09-28 17:32:04;8;36
2022-09-28 17:32:12;2;6
2022-09-28 17:32:12;2;6
2022-09-28 17:32:18;2;6
2022-09-28 17:32:23;3;11
2022-09-28 17:33:01;3;11
2022-09-28 17:35:48;2;6
2022-09-28 17:40:52;2;9
2022-09-28 17:42:09;5;24
2022-09-28 17:42:18;2;9
2022-09-28 17:44:49;4;20
2022-09-28 17:45:08;4;19
2022-09-28 17:45:20;2;10
2022-09-28 17:45:29;2;9
2022-09-28 17:50:34;9;45
2022-09-28 17:50:53;4;19
2022-09-28 17:51:04;2;10
2022-09-28 17:51:52;4;19
2022-09-28 17:53:49;4;18
2022-09-28 17:54:00;2;9
2022-09-28 17:54:09;2;9
2022-09-28 17:58:27;11;54
2022-09-28 17:58:37;2;10
2022-09-28 17:58:59;3;15
2022-09-28 17:59:08;6;29
2022-09-28 18:00:03;17;84
2022-09-28 18:00:43;19;95
2022-09-28 18:00:43;8;40
2022-09-28 18:00:56;11;54
2022-09-28 18:01:35;2;9
2022-09-28 18:10:28;5;25
2022-09-28 18:10:50;2;8
2022-09-28 18:27:44;2;7
2022-09-28 19:01:28;2;10
2022-09-29 06:00:08;2;6
2022-09-29 06:25:10;5;21
2022-09-29 06:25:21;3;11
2022-09-29 06:26:21;2;5
2022-09-29 06:28:07;3;10
2022-09-29 06:46:01;3;12
2022-09-29 06:46:24;3;11
2022-09-29 06:54:05;5;21
2022-09-29 06:54:20;3;11
2022-09-29 06:54:28;3;11
2022-09-29 06:55:04;2;6
2022-09-29 06:55:25;3;15
2022-09-29 07:22:12;2;7
2022-09-29 07:25:38;3;12
2022-09-29 07:27:27;6;27
2022-09-29 07:27:43;3;12
2022-09-29 07:31:33;5;23
2022-09-29 07:31:51;4;18
2022-09-29 09:32:08;11;53
2022-09-29 09:34:14;2;8
2022-09-29 09:36:15;3;12
2022-09-29 07:36:22;2;7
2022-09-29 09:36:22;2;7
2022-09-29 07:36:28;2;6
2022-09-29 09:38:02;4;17
2022-09-29 07:41:16;2;10
2022-09-29 07:41:25;3;15
2022-09-29 07:42:49;17;84
2022-09-29 09:42:58;3;13
2022-09-29 09:43:27;6;29
2022-09-29 07:43:46;3;13
2022-09-29 07:43:58;3;12
2022-09-29 07:44:07;2;8
2022-09-29 07:44:24;4;17
2022-09-29 07:45:55;2;7
2022-09-29 07:46:05;2;7
2022-09-29 09:46:05;2;6
2022-09-29 07:46:21;4;17
2022-09-29 09:46:27;5;22
2022-09-29 07:46:27;2;6
2022-09-29 09:48:10;3;11
2022-09-29 09:48:17;2;7
2022-09-29 07:51:03;5;22
2022-09-29 07:51:12;7;33
2022-09-29 07:51:30;6;27
2022-09-29 07:51:39;2;7
2022-09-29 07:51:41;2;7
2022-09-29 07:51:50;2;7
2022-09-29 07:51:54;2;6
2022-09-29 07:52:00;2;3
2022-09-29 07:52:00;3;10
2022-09-29 07:54:47;4;19
2022-09-29 07:56:19;3;12
2022-09-29 07:56:27;2;8
2022-09-29 07:56:40;3;12
2022-09-29 07:58:11;2;6
2022-09-29 07:58:15;2;8
2022-09-29 07:58:15;4;18
2022-09-29 07:58:51;7;31
2022-09-29 08:00:11;2;7
2022-09-29 08:01:36;3;14
2022-09-29 10:02:52;2;9
2022-09-29 08:03:22;7;34
2022-09-29 08:03:39;3;13
2022-09-29 08:07:03;3;11
2022-09-29 08:07:14;3;11
2022-09-29 08:09:56;2;7
2022-09-29 08:10:15;4;16
2022-09-29 08:11:43;2;7
2022-09-29 08:11:54;5;22
2022-09-29 08:12:04;2;7
2022-09-29 08:16:51;4;18
2022-09-29 08:21:27;3;12
2022-09-29 08:27:26;3;12
2022-09-29 08:41:44;2;7
2022-09-29 08:41:51;2;7
2022-09-29 08:46:52;8;36
2022-09-29 08:48:15;2;8
2022-09-29 08:48:26;2;7
2022-09-29 08:51:43;2;7
2022-09-29 08:54:57;2;6
2022-09-29 08:56:18;3;12
2022-09-29 08:56:26;2;6
2022-09-29 09:10:49;4;17
2022-09-29 09:11:11;5;22
2022-09-29 09:11:19;2;9
2022-09-29 09:11:20;2;8
2022-09-29 09:11:22;2;7
2022-09-29 09:11:27;2;8
2022-09-29 09:11:33;3;13
2022-09-29 09:16:22;3;11
2022-09-29 09:16:33;3;11
2022-09-29 09:17:26;3;12
2022-09-29 09:17:48;4;16
2022-09-29 09:22:16;7;32
2022-09-29 09:22:22;2;6
2022-09-29 09:25:37;2;5
2022-09-29 09:26:42;3;11
2022-09-29 09:28:49;2;6
2022-09-29 09:30:41;5;21
2022-09-29 09:31:39;2;6
2022-09-29 09:36:59;2;7
2022-09-29 09:51:49;2;7
2022-09-29 09:57:45;2;7
2022-09-29 09:57:52;2;7
2022-09-29 10:00:11;2;7
2022-09-29 10:01:03;2;7
2022-09-29 10:01:25;3;11
2022-09-29 10:02:48;2;6
2022-09-29 10:02:54;2;6
2022-09-29 10:04:42;2;7
2022-09-29 10:04:52;2;7
2022-09-29 10:05:30;4;16
2022-09-29 10:05:37;2;7
2022-09-29 10:05:50;3;11
2022-09-29 10:07:11;2;6
2022-09-29 10:11:40;2;6
2022-09-29 10:15:52;3;12
2022-09-29 10:16:00;2;7
2022-09-29 10:16:06;3;12
2022-09-29 10:16:22;5;22
2022-09-29 10:16:37;2;6
2022-09-29 10:16:47;2;6
2022-09-29 10:17:15;2;7
2022-09-29 10:17:26;2;6
2022-09-29 10:17:28;3;10
2022-09-29 10:21:36;2;7
2022-09-29 10:21:53;4;17
2022-09-29 10:26:27;2;8
2022-09-29 10:27:01;7;34
2022-09-29 10:27:19;2;9
2022-09-29 10:27:38;4;19
2022-09-29 10:29:18;5;25
2022-09-29 10:29:39;4;20
2022-09-29 10:29:56;10;50
2022-09-29 10:30:06;2;10
2022-09-29 10:30:32;4;20
2022-09-29 10:30:33;16;80
2022-09-29 10:30:47;3;14
2022-09-29 10:34:08;29;144
2022-09-29 10:34:17;2;9
2022-09-29 10:34:47;7;34
2022-09-29 10:39:59;35;174
2022-09-29 10:40:19;4;20
2022-09-29 10:41:42;5;24
2022-09-29 10:42:01;4;19
2022-09-29 10:43:24;3;14
2022-09-29 10:46:21;2;8
2022-09-29 10:47:39;2;6
2022-09-29 10:47:45;2;6
2022-09-29 10:47:57;3;11
2022-09-29 10:51:31;2;7
2022-09-29 10:58:20;2;8
2022-09-29 11:00:13;2;8
2022-09-29 11:06:24;2;6
2022-09-29 11:16:22;2;6
2022-09-29 11:31:26;2;7
2022-09-29 11:36:31;2;9
2022-09-29 11:45:30;3;11
2022-09-29 11:45:37;2;6
2022-09-29 12:16:36;4;16
2022-09-29 12:17:01;2;6
2022-09-29 12:17:09;2;8
2022-09-29 12:17:21;2;8
2022-09-29 12:19:17;2;8
2022-09-29 12:19:23;2;6
2022-09-29 12:19:34;2;7
2022-09-29 12:21:21;2;6
2022-09-29 12:27:59;2;6
2022-09-29 12:36:32;2;10
2022-09-29 12:51:22;2;6
2022-09-29 12:51:38;4;16
2022-09-29 12:54:20;2;6
2022-09-29 12:54:32;2;10
2022-09-29 12:55:35;2;5
2022-09-29 13:00:28;5;23
2022-09-29 13:11:25;3;12
2022-09-29 13:16:01;3;11
2022-09-29 13:18:00;4;16
2022-09-29 13:18:12;3;11
2022-09-29 13:26:18;2;5
2022-09-29 13:26:24;2;6
2022-09-29 13:41:18;2;7
2022-09-29 13:46:34;3;11
2022-09-29 13:46:37;2;5
2022-09-29 13:46:39;5;21
2022-09-29 13:46:39;3;11
2022-09-29 13:46:41;2;6
2022-09-29 13:46:44;6;26
2022-09-29 13:46:45;2;6
2022-09-29 13:46:45;2;6
2022-09-29 13:46:51;2;6
2022-09-29 13:46:52;2;5
2022-09-29 13:46:58;2;6
2022-09-29 13:47:07;6;26
2022-09-29 13:47:12;4;16
2022-09-29 13:47:23;3;11
2022-09-29 13:53:34;2;6
2022-09-29 13:53:47;3;11
2022-09-29 13:54:19;3;12
2022-09-29 13:54:29;3;10
2022-09-29 13:54:36;2;5
2022-09-29 13:54:42;2;6
2022-09-29 13:58:00;4;16
2022-09-29 13:58:11;3;11
2022-09-29 14:00:09;2;7
2022-09-29 14:00:19;3;11
2022-09-29 14:00:24;2;5
2022-09-29 14:01:18;2;6
2022-09-29 14:01:34;4;16
2022-09-29 14:06:44;3;10
2022-09-29 14:06:50;2;6
2022-09-29 14:06:59;6;26
2022-09-29 14:11:31;2;6
2022-09-29 14:11:38;2;5
2022-09-29 14:11:41;4;16
2022-09-29 14:14:15;3;11
2022-09-29 14:14:38;5;21
2022-09-29 14:14:48;3;10
2022-09-29 14:16:49;4;15
2022-09-29 14:16:55;2;6
2022-09-29 14:21:22;2;7
2022-09-29 14:21:34;2;9
2022-09-29 14:21:42;2;8
2022-09-29 14:21:45;6;27
2022-09-29 14:27:16;3;12
2022-09-29 14:30:38;4;18
2022-09-29 14:30:52;3;13
2022-09-29 14:31:15;5;23
2022-09-29 14:31:55;2;7
2022-09-29 14:32:03;2;8
2022-09-29 14:34:32;2;7
2022-09-29 14:35:00;6;27
2022-09-29 14:35:13;3;13
2022-09-29 14:36:19;2;6
2022-09-29 14:36:40;7;30
2022-09-29 14:37:09;4;16
2022-09-29 14:37:15;2;6
2022-09-29 14:39:04;2;7
2022-09-29 14:41:33;2;9
2022-09-29 14:47:52;7;33
2022-09-29 14:49:24;3;12
2022-09-29 14:49:31;2;7
2022-09-29 14:49:36;3;12
2022-09-29 14:49:58;6;27
2022-09-29 14:50:06;2;7
2022-09-29 14:50:07;2;8
2022-09-29 14:50:19;3;12
2022-09-29 14:50:34;6;28
2022-09-29 14:50:40;2;7
2022-09-29 14:50:47;2;7
2022-09-29 14:51:17;3;12
2022-09-29 14:51:18;2;7
2022-09-29 14:51:26;2;8
2022-09-29 15:00:26;5;23
2022-09-29 15:00:34;2;8
2022-09-29 15:02:17;2;5
2022-09-29 15:02:27;2;6
2022-09-29 15:06:26;3;12
2022-09-29 15:06:38;3;12
2022-09-29 15:10:58;5;23
2022-09-29 15:11:06;2;8
2022-09-29 15:11:19;2;8
2022-09-29 15:11:21;2;8
2022-09-29 15:11:35;5;21
2022-09-29 15:16:18;2;6
2022-09-29 15:16:24;3;11
2022-09-29 15:16:26;3;11
2022-09-29 15:16:29;3;11
2022-09-29 15:16:31;2;6
2022-09-29 15:16:44;4;16
2022-09-29 15:16:55;3;11
2022-09-29 15:21:59;3;12
2022-09-29 15:31:36;2;6
2022-09-29 15:31:40;3;11
2022-09-29 15:31:47;3;11
2022-09-29 15:31:54;3;11
2022-09-29 15:34:17;2;6
2022-09-29 15:37:06;6;27
2022-09-29 15:41:33;3;15
2022-09-29 15:41:42;2;6
2022-09-29 15:51:52;2;9
2022-09-29 15:52:01;2;9
2022-09-29 15:58:41;6;27
2022-09-29 15:58:53;3;13
2022-09-29 16:01:30;4;16
2022-09-29 16:01:42;3;12
2022-09-29 16:01:46;2;7
2022-09-29 16:01:53;2;6
2022-09-29 16:02:06;3;13
2022-09-29 16:03:00;2;7
2022-09-29 16:03:12;2;8
2022-09-29 16:04:40;3;11
2022-09-29 16:04:57;4;17
2022-09-29 16:06:27;3;11
2022-09-29 16:07:09;6;27
2022-09-29 16:07:22;3;11
2022-09-29 16:11:52;2;6
2022-09-29 16:13:32;4;16
2022-09-29 16:13:44;3;12
2022-09-29 16:13:57;3;11
2022-09-29 16:18:04;2;8
2022-09-29 16:27:54;4;16
2022-09-29 16:30:45;2;7
2022-09-29 16:30:57;3;11
2022-09-29 16:31:05;2;6
2022-09-29 16:36:32;3;11
2022-09-29 16:36:38;2;6
2022-09-29 17:10:46;2;5
2022-09-29 17:12:00;2;6
2022-09-29 17:12:05;2;5
2022-09-29 17:52:05;3;11
2022-09-29 17:52:16;3;11
2022-09-29 17:59:40;2;6
2022-09-29 17:59:45;2;5
2022-09-29 18:00:09;2;6
2022-09-29 18:00:16;2;5
2022-09-29 18:00:30;2;5
2022-09-29 18:00:53;5;21
2022-09-29 18:00:59;2;6
2022-09-29 18:01:34;2;6
2022-09-29 18:01:49;3;15
2022-09-29 18:11:23;3;10
2022-09-29 18:11:49;6;26
2022-09-29 18:12:32;2;6
2022-09-29 18:12:39;2;7
2022-09-29 21:02:01;2;6
2022-09-30 06:01:45;3;11
2022-09-30 06:21:45;2;6
2022-09-30 07:11:03;2;6
2022-09-30 07:13:02;2;5
2022-09-30 07:17:26;2;6
2022-09-30 07:17:34;2;6
2022-09-30 07:18:05;2;5
2022-09-30 07:18:11;2;6
2022-09-30 07:18:30;4;16
2022-09-30 07:19:18;3;11
2022-09-30 07:21:22;2;6
2022-09-30 07:28:13;3;11
2022-09-30 07:28:20;2;6
2022-09-30 07:28:46;6;26
2022-09-30 07:31:05;2;6
2022-09-30 07:31:21;2;6
2022-09-30 07:31:37;4;16
2022-09-30 07:32:36;3;15
2022-09-30 07:36:26;3;11
2022-09-30 07:59:19;3;11
2022-09-30 07:59:35;4;16
2022-09-30 08:00:27;5;24
2022-09-30 08:00:36;2;9
2022-09-30 08:01:26;2;6
2022-09-30 08:01:38;4;20
2022-09-30 08:01:44;2;6
2022-09-30 08:11:59;5;22
2022-09-30 08:16:34;2;8
2022-09-30 08:21:18;2;6
2022-09-30 08:21:29;3;11
2022-09-30 08:31:18;2;5
2022-09-30 08:31:29;3;11
2022-09-30 08:45:53;3;11
2022-09-30 08:46:00;2;6
2022-09-30 08:46:00;2;5
2022-09-30 08:46:11;3;11
2022-09-30 08:46:35;4;16
2022-09-30 08:46:41;2;6
2022-09-30 08:51:49;3;11
2022-09-30 08:53:58;3;10
2022-09-30 10:00:17;3;11
2022-09-30 10:05:16;2;6
2022-09-30 10:07:11;2;5
2022-09-30 10:20:28;2;6
2022-09-30 10:20:37;2;6
2022-09-30 10:20:41;3;11
2022-09-30 10:21:13;2;6
2022-09-30 10:21:17;2;6
2022-09-30 10:21:29;3;15
2022-09-30 10:21:31;4;16
2022-09-30 10:32:14;4;16
2022-09-30 11:19:02;2;6
2022-09-30 11:19:13;3;11
2022-09-30 11:21:41;2;6
2022-09-30 11:31:26;2;6
2022-09-30 11:32:03;2;6
2022-09-30 11:32:12;2;6
2022-09-30 11:32:17;2;5
2022-09-30 11:36:29;3;11
2022-09-30 11:41:42;3;10
2022-09-30 11:41:45;2;6
2022-09-30 11:41:49;2;10
2022-09-30 11:49:32;2;10
2022-09-30 12:10:21;2;5
2022-09-30 12:13:29;5;21
2022-09-30 12:26:39;5;20
2022-09-30 12:27:05;6;26
2022-09-30 12:31:47;2;6
2022-09-30 12:32:32;3;11
2022-09-30 12:32:39;2;5
2022-09-30 12:40:14;2;6
2022-09-30 12:40:21;2;6
2022-09-30 12:40:37;4;16
2022-09-30 12:41:17;2;6
2022-09-30 12:46:25;3;11
2022-09-30 12:51:43;7;31
2022-09-30 12:57:37;2;6
2022-09-30 13:00:12;3;10
2022-09-30 13:00:18;2;6
2022-09-30 13:01:07;2;6
2022-09-30 13:01:24;2;5
2022-09-30 13:09:55;2;6
2022-09-30 13:16:20;2;6
2022-09-30 13:23:14;2;6
2022-09-30 13:27:00;10;46
2022-09-30 13:31:26;2;6
2022-09-30 13:32:10;2;6
2022-09-30 13:35:23;2;6
2022-09-30 13:37:09;12;55
2022-09-30 13:41:22;3;10
2022-09-30 13:41:28;2;6
2022-09-30 13:44:15;3;11
2022-09-30 13:44:22;2;6
2022-09-30 13:46:29;4;16
2022-09-30 13:54:17;2;6
2022-09-30 13:54:39;5;21
2022-09-30 13:54:45;2;6
2022-09-30 13:56:32;3;11
2022-09-30 13:57:18;2;6
2022-09-30 14:00:48;10;45
2022-09-30 14:00:54;2;6
2022-09-30 14:11:28;3;11
2022-09-30 14:12:18;3;14
2022-09-30 14:36:22;3;11
2022-09-30 14:36:47;3;11
2022-09-30 14:36:53;2;6
2022-09-30 14:37:00;2;6
2022-09-30 14:37:14;4;16
2022-09-30 14:37:35;5;21
2022-09-30 14:38:02;2;6
2022-09-30 14:38:11;2;5
2022-09-30 14:38:17;2;6
2022-09-30 14:38:20;2;6
2022-09-30 14:38:28;2;6
2022-09-30 14:38:39;3;11
2022-09-30 14:38:40;2;6
2022-09-30 14:38:49;2;6
2022-09-30 14:41:38;4;16
2022-09-30 14:41:44;2;6
2022-09-30 14:42:52;6;26
2022-09-30 14:43:05;3;11
2022-09-30 14:45:01;2;6
2022-09-30 14:46:18;2;6
2022-09-30 14:51:20;2;9
2022-09-30 14:51:29;2;9
2022-09-30 15:00:15;2;8
2022-09-30 15:11:59;4;17
2022-09-30 15:12:17;4;18
2022-09-30 15:17:59;2;7
2022-09-30 15:19:52;2;6
2022-09-30 15:20:01;2;7
2022-09-30 15:26:24;3;12
2022-09-30 15:26:32;2;7
2022-09-30 15:26:49;4;17
2022-09-30 15:51:31;2;10
2022-09-30 16:21:39;6;26
2022-09-30 16:22:00;5;21
2022-09-30 16:22:51;2;6
2022-09-30 16:22:57;2;6
2022-09-30 16:23:10;3;11
2022-09-30 16:23:17;2;7
2022-09-30 16:26:26;3;10
2022-09-30 16:29:33;2;10
2022-09-30 16:31:46;6;27
2022-09-30 16:33:28;3;12
2022-09-30 16:33:36;2;7
2022-09-30 16:38:30;3;11
2022-09-30 16:38:57;2;6
2022-09-30 16:41:28;2;9
2022-09-30 16:43:46;2;6
2022-09-30 16:43:58;2;7
2022-09-30 16:44:05;2;6
2022-09-30 16:44:11;2;6
2022-09-30 16:56:04;2;7
2022-09-30 16:59:53;2;6
2022-09-30 16:59:59;2;6
2022-09-30 17:00:08;2;5
2022-09-30 17:00:24;5;21
2022-09-30 17:00:29;5;21
2022-09-30 18:12:14;2;6
2022-09-30 18:12:17;2;6
2022-09-30 18:12:20;3;15
2022-09-30 18:12:23;2;6
2022-09-30 18:12:28;2;6
2022-09-30 18:12:30;2;6
2022-09-30 18:12:30;2;6
2022-09-30 18:12:33;2;6
2022-09-30 18:12:44;3;14
2022-09-30 18:24:12;2;9
2022-09-30 18:24:37;2;6
2022-09-30 18:24:47;2;6
2022-09-30 18:24:58;3;11
2022-09-30 18:25:05;2;7
2022-09-30 18:27:03;6;26
2022-09-30 18:27:14;3;11
2022-09-30 18:36:47;2;5
2022-10-03 07:13:53;2;9
2022-10-03 07:17:33;2;7
2022-10-03 07:17:41;2;6
2022-10-03 07:21:55;4;18
2022-10-03 07:23:37;5;21
2022-10-03 07:26:17;2;7
2022-10-03 07:27:44;3;11
2022-10-03 07:31:36;5;22
2022-10-03 07:31:44;2;8
2022-10-03 07:41:21;2;9
2022-10-03 07:41:28;2;7
2022-10-03 08:26:27;2;8
2022-10-03 08:26:37;2;7
2022-10-03 08:30:24;4;17
2022-10-03 08:30:30;2;6
2022-10-03 08:30:38;2;6
2022-10-03 08:30:54;4;16
2022-10-03 08:32:26;2;6
2022-10-03 08:33:51;2;7
2022-10-03 08:33:58;2;7
2022-10-03 08:34:17;4;17
2022-10-03 08:34:28;3;11
2022-10-03 08:35:13;4;17
2022-10-03 08:35:21;2;6
2022-10-03 08:58:07;3;12
2022-10-03 09:00:09;2;6
2022-10-03 09:01:34;4;16
2022-10-03 09:09:30;2;7
2022-10-03 09:12:36;3;10
2022-10-03 09:12:49;2;7
2022-10-03 09:12:56;4;20
2022-10-03 09:18:30;2;6
2022-10-03 09:18:46;2;10
2022-10-03 09:29:51;2;7
2022-10-03 09:30:24;7;33
2022-10-03 09:30:35;2;10
2022-10-03 09:31:24;2;9
2022-10-03 09:32:48;2;5
2022-10-03 09:33:05;4;15
2022-10-03 09:33:11;2;6
2022-10-03 09:36:25;2;6
2022-10-03 09:36:44;3;11
2022-10-03 09:36:49;2;5
2022-10-03 09:36:58;2;6
2022-10-03 09:37:44;4;16
2022-10-03 09:37:53;2;6
2022-10-03 09:41:18;2;6
2022-10-03 09:41:24;2;6
2022-10-03 09:43:05;2;8
2022-10-03 09:43:36;6;30
2022-10-03 09:46:33;3;12
2022-10-03 09:46:44;3;11
2022-10-03 09:46:51;2;6
2022-10-03 09:46:57;2;6
2022-10-03 09:47:42;3;11
2022-10-03 09:47:48;2;6
2022-10-03 09:48:05;4;16
2022-10-03 09:53:25;7;31
2022-10-03 09:53:31;2;6
2022-10-03 09:53:48;4;15
2022-10-03 09:54:06;4;18
2022-10-03 09:57:46;2;6
2022-10-03 10:00:09;2;6
2022-10-03 10:00:15;2;6
2022-10-03 10:00:44;3;11
2022-10-03 10:02:06;3;12
2022-10-03 10:06:24;3;11
2022-10-03 10:06:51;5;21
2022-10-03 10:10:42;3;11
2022-10-03 10:11:29;2;6
2022-10-03 10:11:45;4;16
2022-10-03 10:13:28;5;21
2022-10-03 10:13:41;2;6
2022-10-03 10:17:07;2;7
2022-10-03 10:17:22;2;7
2022-10-03 10:19:27;3;10
2022-10-03 10:21:30;2;7
2022-10-03 10:21:55;6;25
2022-10-03 10:26:19;2;6
2022-10-03 10:26:30;3;11
2022-10-03 10:27:12;2;6
2022-10-03 10:30:52;2;7
2022-10-03 10:31:01;2;6
2022-10-03 10:32:09;2;7
2022-10-03 10:34:28;2;8
2022-10-03 10:36:38;3;13
2022-10-03 10:37:02;5;22
2022-10-03 10:37:19;4;17
2022-10-03 10:38:44;4;18
2022-10-03 10:44:16;3;13
2022-10-03 10:44:27;2;8
2022-10-03 10:45:31;2;9
2022-10-03 10:55:09;27;135
2022-10-03 10:55:19;2;10
2022-10-03 10:55:22;26;129
2022-10-03 10:57:36;2;10
2022-10-03 10:57:41;3;14
2022-10-03 10:57:55;4;19
2022-10-03 11:05:35;2;7
2022-10-03 11:05:41;2;6
2022-10-03 11:11:30;2;6
2022-10-03 11:16:25;2;9
2022-10-03 11:41:25;3;14
2022-10-03 11:41:47;5;22
2022-10-03 11:44:18;2;7
2022-10-03 11:44:31;3;12
2022-10-03 11:46:25;4;15
2022-10-03 11:46:51;3;11
2022-10-03 11:47:03;3;12
2022-10-03 11:48:26;2;6
2022-10-03 11:48:37;3;11
2022-10-03 12:01:25;2;10
2022-10-03 12:05:07;3;13
2022-10-03 12:07:32;5;21
2022-10-03 12:09:22;5;21
2022-10-03 12:09:28;2;6
2022-10-03 12:09:40;3;11
2022-10-03 12:09:53;4;16
2022-10-03 12:10:10;3;11
2022-10-03 12:12:25;7;32
2022-10-03 12:20:15;2;6
2022-10-03 12:20:21;2;6
2022-10-03 12:21:19;2;6
2022-10-03 12:26:31;4;16
2022-10-03 12:31:10;2;8
2022-10-03 12:31:18;2;8
2022-10-03 12:41:36;2;5
2022-10-03 12:41:52;5;21
2022-10-03 12:46:18;2;8
2022-10-03 13:09:18;3;13
2022-10-03 13:09:28;2;8
2022-10-03 13:12:02;2;7
2022-10-03 13:12:09;2;7
2022-10-03 13:16:42;7;31
2022-10-03 13:16:48;2;6
2022-10-03 13:18:03;2;6
2022-10-03 13:18:04;2;6
2022-10-03 13:18:09;2;6
2022-10-03 13:18:15;2;6
2022-10-03 13:18:15;3;11
2022-10-03 13:18:20;3;11
2022-10-03 13:18:23;3;11
2022-10-03 13:18:26;3;11
2022-10-03 13:18:26;7;31
2022-10-03 13:18:28;2;6
2022-10-03 13:18:35;2;7
2022-10-03 13:18:43;4;17
2022-10-03 13:19:06;2;7
2022-10-03 13:19:16;2;8
2022-10-03 13:19:19;2;8
2022-10-03 13:19:24;2;8
2022-10-03 13:19:33;3;12
2022-10-03 13:21:31;4;19
2022-10-03 13:23:53;12;59
2022-10-03 13:24:03;2;9
2022-10-03 13:24:58;12;59
2022-10-03 13:30:06;43;215
2022-10-03 13:33:40;29;145
2022-10-03 13:33:48;18;89
2022-10-03 13:33:50;2;10
2022-10-03 13:33:55;46;229
2022-10-03 13:34:08;3;15
2022-10-03 13:34:13;3;15
2022-10-03 13:34:24;2;10
2022-10-03 13:36:18;2;7
2022-10-03 13:40:00;2;6
2022-10-03 13:40:19;4;17
2022-10-03 13:40:25;2;6
2022-10-03 13:41:49;8;36
2022-10-03 13:43:21;4;17
2022-10-03 13:43:42;5;21
2022-10-03 13:43:50;2;6
2022-10-03 13:43:56;2;6
2022-10-03 13:44:00;4;16
2022-10-03 13:46:30;3;11
2022-10-03 13:52:41;4;17
2022-10-03 13:53:00;2;7
2022-10-03 13:55:59;6;26
2022-10-03 13:56:07;2;5
2022-10-03 13:56:18;3;11
2022-10-03 13:58:48;4;17
2022-10-03 14:00:33;6;27
2022-10-03 14:01:33;5;22
2022-10-03 14:04:56;2;9
2022-10-03 14:05:41;9;45
2022-10-03 14:07:34;5;22
2022-10-03 14:11:37;5;21
2022-10-03 14:11:53;4;16
2022-10-03 14:16:48;2;8
2022-10-03 14:17:07;2;9
2022-10-03 14:17:30;3;14
2022-10-03 14:17:40;2;10
2022-10-03 14:17:50;2;8
2022-10-03 14:20:14;28;140
2022-10-03 14:20:19;10;50
2022-10-03 14:20:25;2;9
2022-10-03 14:20:38;4;19
2022-10-03 14:20:49;2;9
2022-10-03 14:20:55;6;30
2022-10-03 15:11:59;609;3043
