DATE;TRIES;SECONDS
2022-10-10 14:19:45;2;7
2022-10-10 14:25:26;5;22
2022-10-10 14:25:38;2;7
2022-10-10 14:31:41;2;10
2022-10-10 14:31:59;4;18
2022-10-10 14:34:56;4;16
2022-10-10 14:35:03;2;7
2022-10-10 14:36:28;4;16
2022-10-10 14:43:21;4;18
2022-10-10 14:43:45;5;22
2022-10-10 14:43:53;2;8
2022-10-10 14:46:22;2;8
2022-10-10 14:46:45;2;6
2022-10-10 14:46:58;3;11
2022-10-10 14:47:09;3;11
2022-10-10 14:51:23;3;11
2022-10-10 14:51:45;2;6
2022-10-10 14:55:41;2;7
2022-10-10 14:55:48;2;7
2022-10-10 14:55:59;2;7
2022-10-10 14:56:40;2;7
2022-10-10 14:58:55;7;31
2022-10-10 14:59:02;2;7
2022-10-10 15:01:23;2;8
2022-10-10 15:01:39;2;8
2022-10-10 15:01:52;3;14
2022-10-10 15:02:02;5;23
2022-10-10 15:05:36;2;8
2022-10-10 15:05:50;3;13
2022-10-10 15:05:54;4;16
2022-10-10 15:06:05;2;7
2022-10-10 15:06:12;2;7
2022-10-10 15:06:33;3;11
2022-10-10 15:07:41;14;68
2022-10-10 15:11:20;2;7
2022-10-10 15:11:59;3;11
2022-10-10 15:12:05;2;6
2022-10-10 15:12:45;3;11
2022-10-10 15:12:56;3;11
2022-10-10 15:15:58;2;7
2022-10-10 15:16:10;3;12
2022-10-10 15:35:48;3;12
2022-10-10 15:35:57;2;7
2022-10-10 15:36:05;2;6
2022-10-10 15:36:17;2;7
2022-10-10 15:36:29;3;12
2022-10-10 15:36:42;2;7
2022-10-10 15:37:01;2;6
2022-10-10 15:37:24;5;21
2022-10-10 15:41:50;3;13
2022-10-10 15:47:08;5;22
2022-10-10 15:47:19;3;11
2022-10-10 15:51:23;2;6
2022-10-10 15:57:28;2;6
2022-10-10 16:00:16;3;12
2022-10-10 16:04:26;3;12
2022-10-10 16:04:38;3;12
2022-10-10 16:06:39;3;14
2022-10-10 16:06:52;3;13
2022-10-10 16:06:54;8;39
2022-10-10 16:07:18;5;24
2022-10-10 16:10:06;2;8
2022-10-10 16:10:19;2;8
2022-10-10 16:10:35;4;17
2022-10-10 16:10:36;4;17
2022-10-10 16:16:21;2;9
2022-10-10 16:21:17;2;7
2022-10-10 16:21:23;2;6
2022-10-10 16:26:11;2;8
2022-10-10 16:26:23;3;12
2022-10-10 16:26:53;3;12
2022-10-10 16:27:31;4;17
2022-10-10 16:27:37;2;6
2022-10-10 16:27:50;3;12
2022-10-10 16:28:04;3;12
2022-10-10 16:28:10;2;6
2022-10-10 16:31:48;8;36
2022-10-10 16:35:44;2;7
2022-10-10 16:36:00;4;16
2022-10-10 16:36:08;2;6
2022-10-10 16:36:20;3;12
2022-10-10 16:36:33;2;7
2022-10-10 16:37:57;2;7
2022-10-10 16:39:09;3;13
2022-10-10 16:39:21;2;8
2022-10-10 16:41:19;2;6
2022-10-10 16:44:23;5;20
2022-10-10 16:44:32;2;6
2022-10-10 16:46:18;2;6
2022-10-10 16:46:29;3;11
2022-10-10 16:50:37;3;11
2022-10-10 16:52:10;3;11
2022-10-10 17:01:09;2;8
2022-10-10 17:11:22;3;14
2022-10-10 17:11:49;2;9
2022-10-10 17:14:31;6;26
2022-10-10 17:16:31;3;11
2022-10-10 17:16:36;4;16
2022-10-10 17:16:40;2;6
2022-10-10 17:21:47;2;6
2022-10-10 17:32:07;4;16
2022-10-10 17:54:09;2;6
2022-10-10 17:54:15;2;6
2022-10-10 18:27:21;2;7
2022-10-10 18:27:30;2;7
2022-10-10 18:35:43;2;6
2022-10-10 18:35:55;3;12
2022-10-10 18:41:47;4;20
2022-10-10 18:42:03;2;10
2022-10-10 19:00:15;3;11
2022-10-10 19:36:52;2;10
2022-10-10 19:37:02;2;10
2022-10-10 20:31:08;2;6
2022-10-10 20:32:12;2;9
2022-10-10 20:39:05;2;6
2022-10-11 06:31:54;3;12
2022-10-11 07:10:12;4;16
2022-10-11 07:21:19;2;9
2022-10-11 07:26:24;2;9
2022-10-11 07:31:27;2;9
2022-10-11 07:36:09;3;14
2022-10-11 07:36:28;4;19
2022-10-11 07:36:38;2;8
2022-10-11 07:36:38;5;23
2022-10-11 07:43:22;2;8
2022-10-11 07:43:34;2;8
2022-10-11 07:51:32;2;6
2022-10-11 07:54:36;2;5
2022-10-11 07:54:42;2;6
2022-10-11 07:55:19;2;6
2022-10-11 07:57:16;4;15
2022-10-11 08:00:11;2;8
2022-10-11 08:07:03;9;45
2022-10-11 08:08:23;16;80
2022-10-11 08:11:15;6;30
2022-10-11 08:11:23;2;10
2022-10-11 08:11:25;2;10
2022-10-11 08:11:46;4;20
2022-10-11 08:12:03;65;324
2022-10-11 08:12:23;4;20
2022-10-11 08:12:28;13;65
2022-10-11 08:12:48;64;319
2022-10-11 08:13:13;5;25
2022-10-11 08:15:33;2;9
2022-10-11 08:15:41;9;45
2022-10-11 08:15:58;3;14
2022-10-11 08:16:33;2;9
2022-10-11 08:19:59;2;5
2022-10-11 08:20:10;3;11
2022-10-11 08:20:24;3;12
2022-10-11 08:21:32;2;6
2022-10-11 08:26:41;2;8
2022-10-11 08:33:55;4;18
2022-10-11 08:34:09;3;14
2022-10-11 08:39:28;11;55
2022-10-11 08:39:44;3;14
2022-10-11 08:41:28;2;9
2022-10-11 08:47:31;2;8
2022-10-11 08:47:46;4;18
2022-10-11 08:48:01;2;9
2022-10-11 08:52:34;2;9
2022-10-11 08:52:49;2;8
2022-10-11 08:53:17;6;28
2022-10-11 08:53:18;6;28
2022-10-11 08:53:30;2;8
2022-10-11 08:56:35;4;16
2022-10-11 08:57:43;3;13
2022-10-11 08:59:21;2;7
2022-10-11 08:59:29;2;8
2022-10-11 08:59:30;4;17
2022-10-11 08:59:42;3;12
2022-10-11 08:59:48;4;18
2022-10-11 08:59:56;3;13
2022-10-11 09:00:03;3;14
2022-10-11 09:00:12;2;9
2022-10-11 09:00:12;2;9
2022-10-11 09:00:22;2;8
2022-10-11 09:00:45;3;12
2022-10-11 09:00:49;6;27
2022-10-11 09:01:04;4;18
2022-10-11 09:01:12;2;8
2022-10-11 09:02:15;4;19
2022-10-11 09:05:49;3;12
2022-10-11 09:05:56;2;7
2022-10-11 09:06:10;3;12
2022-10-11 09:06:18;2;8
2022-10-11 09:06:23;2;7
2022-10-11 09:06:30;2;7
2022-10-11 09:06:41;2;7
2022-10-11 09:06:52;2;8
2022-10-11 09:06:59;2;7
2022-10-11 09:20:52;56;280
2022-10-11 09:21:02;2;10
2022-10-11 09:21:26;3;15
2022-10-11 09:23:46;4;18
2022-10-11 09:23:59;3;13
2022-10-11 09:27:29;2;8
2022-10-11 09:27:53;5;22
2022-10-11 09:28:01;2;8
2022-10-11 09:30:35;2;7
2022-10-11 09:30:55;4;17
2022-10-11 09:32:07;2;6
2022-10-11 09:32:19;4;15
2022-10-11 09:34:44;3;15
2022-10-11 09:51:24;3;12
2022-10-11 09:55:06;2;7
2022-10-11 09:55:14;2;8
2022-10-11 09:56:38;2;7
2022-10-11 09:56:50;2;8
2022-10-11 09:59:37;2;9
2022-10-11 09:59:50;2;9
2022-10-11 10:00:29;5;25
2022-10-11 10:00:49;12;59
2022-10-11 10:06:05;5;23
2022-10-11 10:06:22;2;7
2022-10-11 10:06:22;4;17
2022-10-11 10:06:33;4;17
2022-10-11 10:06:37;3;12
2022-10-11 10:09:35;2;8
2022-10-11 10:09:48;2;9
2022-10-11 10:10:02;2;9
2022-10-11 10:20:43;54;270
2022-10-11 10:20:45;85;425
2022-10-11 10:20:49;69;344
2022-10-11 10:20:52;20;99
2022-10-11 10:20:52;108;540
2022-10-11 10:20:52;33;164
2022-10-11 10:20:53;52;259
2022-10-11 10:20:54;73;364
2022-10-11 10:20:56;117;585
2022-10-11 10:21:01;2;9
2022-10-11 10:21:01;2;8
2022-10-11 10:21:03;7;34
2022-10-11 10:21:05;2;9
2022-10-11 10:21:07;46;229
2022-10-11 10:21:07;3;14
2022-10-11 10:21:07;2;9
2022-10-11 10:21:11;2;9
2022-10-11 10:21:12;2;9
2022-10-11 10:21:18;5;24
2022-10-11 10:21:23;2;8
2022-10-11 10:21:32;4;18
2022-10-11 10:21:41;4;18
2022-10-11 10:21:53;11;52
2022-10-11 10:22:04;2;7
2022-10-11 10:22:38;2;8
2022-10-11 10:27:29;2;8
2022-10-11 10:27:36;2;7
2022-10-11 10:29:42;3;13
2022-10-11 10:29:50;2;8
2022-10-11 10:30:49;2;10
2022-10-11 10:32:29;18;89
2022-10-11 10:32:35;13;64
2022-10-11 10:32:44;2;9
2022-10-11 10:35:22;4;19
2022-10-11 10:35:23;3;13
2022-10-11 10:35:31;2;9
2022-10-11 10:35:36;3;13
2022-10-11 10:35:42;7;34
2022-10-11 10:35:56;2;9
2022-10-11 10:36:27;3;14
2022-10-11 10:40:26;12;59
2022-10-11 10:40:41;3;15
2022-10-11 10:43:16;15;74
2022-10-11 10:43:26;2;10
2022-10-11 10:46:29;4;18
2022-10-11 10:49:12;3;12
2022-10-11 10:49:33;4;18
2022-10-11 13:07:38;1083;1177
2022-10-11 13:07:38;2497;3493
2022-10-11 13:07:38;2570;3791
2022-10-11 13:07:38;2682;3919
2022-10-11 13:07:38;2769;3882
2022-10-11 13:07:38;1702;2600
2022-10-11 13:07:38;256;325
2022-10-11 13:07:38;1373;1584
2022-10-11 13:07:38;1777;2396
2022-10-11 13:07:38;2746;4159
2022-10-11 13:07:39;2118;3177
2022-10-11 13:07:39;221;326
2022-10-11 13:07:39;25;21
2022-10-11 13:07:39;911;1155
2022-10-11 13:07:39;2184;3157
2022-10-11 13:07:39;294;400
2022-10-11 13:07:39;751;989
2022-10-11 13:07:39;722;988
2022-10-11 13:07:39;2406;3664
2022-10-11 13:07:39;786;1088
2022-10-11 13:07:40;5;2
2022-10-11 13:07:40;5;2
2022-10-11 13:07:40;67;62
2022-10-11 13:07:40;5;2
2022-10-11 13:07:40;5;2
2022-10-11 13:07:40;5;2
2022-10-11 13:07:40;1521;2155
2022-10-11 13:07:40;5;2
2022-10-11 13:07:41;5;2
2022-10-11 13:07:41;5;2
2022-10-11 13:07:41;9;3
2022-10-11 13:07:41;779;892
2022-10-11 13:07:41;533;690
2022-10-11 13:07:41;1534;1867
2022-10-11 13:07:41;962;1190
2022-10-11 13:07:41;54;62
2022-10-11 13:07:41;980;1288
2022-10-11 13:07:41;5;2
2022-10-11 13:07:42;2645;3512
2022-10-11 13:07:42;1194;1688
2022-10-11 13:07:42;319;496
2022-10-11 13:07:42;2185;3098
2022-10-11 13:07:42;1312;1591
2022-10-11 13:07:42;320;457
2022-10-11 13:07:42;9;3
2022-10-11 13:07:42;882;1234
2022-10-11 13:07:42;2754;3637
2022-10-11 13:07:42;1771;2501
2022-10-11 13:07:43;7;2
2022-10-11 13:07:43;2015;2704
2022-10-11 13:07:43;7;2
2022-10-11 13:07:43;2351;3182
2022-10-11 13:07:43;7;2
2022-10-11 13:07:43;7;2
2022-10-11 13:07:43;2517;3300
2022-10-11 13:07:43;7;2
2022-10-11 13:07:43;1073;1390
2022-10-11 13:07:43;904;1157
2022-10-11 13:07:44;5;2
2022-10-11 13:07:44;5;2
2022-10-11 13:07:44;16;5
2022-10-11 13:07:44;16;5
2022-10-11 13:07:44;5;2
2022-10-11 13:07:44;5;2
2022-10-11 13:07:44;5;2
2022-10-11 13:07:44;2300;3190
2022-10-11 13:07:44;5;2
2022-10-11 13:07:44;5;2
2022-10-11 13:07:45;1756;2473
2022-10-11 13:07:45;1815;2605
2022-10-11 13:07:45;16;5
2022-10-11 13:07:45;2061;2804
2022-10-11 13:07:45;869;1157
2022-10-11 13:07:45;5;2
2022-10-11 13:07:45;520;598
2022-10-11 13:07:45;1379;1790
2022-10-11 13:07:45;5;2
2022-10-11 13:07:46;23;7
2022-10-11 13:07:46;629;797
2022-10-11 13:07:46;1038;1161
2022-10-11 13:07:46;1908;2741
2022-10-11 13:07:46;8;3
2022-10-11 13:07:46;2176;3075
2022-10-11 13:07:46;14;5
2022-10-11 13:07:47;2225;3203
2022-10-11 13:07:47;2068;3002
2022-10-11 13:07:47;5;2
2022-10-11 13:07:47;23;7
2022-10-11 13:07:48;30;10
2022-10-11 13:07:48;12;5
2022-10-11 13:07:48;1091;1293
2022-10-11 13:07:48;12;5
2022-10-11 13:07:48;5;3
2022-10-11 13:07:48;5;3
2022-10-11 13:07:49;19;7
2022-10-11 13:07:49;5;3
2022-10-11 13:07:49;550;699
2022-10-11 13:07:49;2283;2900
2022-10-11 13:07:49;487;498
2022-10-11 13:07:49;9;4
2022-10-11 13:07:49;30;10
2022-10-11 13:07:49;2283;3084
2022-10-11 13:07:49;5;3
2022-10-11 13:07:49;2;2
2022-10-11 13:07:50;23;8
2022-10-11 13:07:50;2979;4188
2022-10-11 13:07:50;1575;2218
2022-10-11 13:07:50;9;4
2022-10-11 13:07:50;5;3
2022-10-11 13:07:50;37;12
2022-10-11 13:07:50;117;132
2022-10-11 13:07:51;38;13
2022-10-11 13:07:51;2;2
2022-10-11 13:43:53;306;1531
2022-10-11 13:43:53;269;1346
2022-10-11 13:43:54;29;145
2022-10-11 13:43:54;326;1631
2022-10-11 13:43:54;151;755
2022-10-11 13:43:54;14;69
2022-10-11 13:43:55;358;1792
2022-10-11 13:43:55;326;1631
2022-10-11 13:43:55;55;269
2022-10-11 13:43:55;203;1016
2022-10-11 13:43:55;34;170
2022-10-11 13:43:59;193;919
2022-10-11 13:43:59;288;1437
2022-10-11 13:44:00;5;7
2022-10-11 13:44:00;2;6
2022-10-11 13:44:01;5;7
2022-10-11 13:44:01;2;6
2022-10-11 13:44:02;5;7
2022-10-11 13:44:02;273;1342
2022-10-11 13:44:03;243;1183
2022-10-11 13:44:05;349;1685
2022-10-11 13:44:06;3;12
2022-10-11 13:44:06;6;13
2022-10-11 13:44:07;6;13
2022-10-11 13:44:07;3;12
2022-10-11 13:44:08;396;1964
2022-10-11 13:44:09;215;1059
2022-10-11 13:44:09;125;594
2022-10-11 13:44:11;2;8
2022-10-11 13:44:12;401;1967
2022-10-11 13:44:13;2;8
2022-10-11 13:44:13;4;18
2022-10-11 13:44:15;160;765
2022-10-11 13:44:16;221;1081
2022-10-11 13:44:16;2;8
2022-10-11 13:44:16;2;8
2022-10-11 13:44:16;418;2071
2022-10-11 13:44:19;225;1120
2022-10-11 13:44:21;110;485
2022-10-11 13:44:22;5;23
2022-10-11 13:44:22;3;13
2022-10-11 13:44:29;84;402
2022-10-11 13:44:30;14;35
2022-10-11 13:44:33;4;18
2022-10-11 13:44:37;4;18
2022-10-11 13:44:40;4;19
2022-10-11 13:44:45;3;13
2022-10-11 13:47:04;5;22
2022-10-11 13:47:11;2;7
2022-10-11 13:47:11;3;12
2022-10-11 13:47:31;2;7
2022-10-11 13:49:26;4;16
2022-10-11 13:49:35;2;6
2022-10-11 13:50:00;3;11
2022-10-11 13:50:09;2;7
2022-10-11 13:50:15;2;6
2022-10-11 13:50:41;3;11
2022-10-11 13:50:49;2;6
2022-10-11 13:56:51;2;6
2022-10-11 13:56:54;3;12
2022-10-11 13:57:08;3;11
2022-10-11 13:57:50;2;7
2022-10-11 13:58:05;3;12
2022-10-11 14:00:09;2;6
2022-10-11 14:00:15;2;6
2022-10-11 14:03:15;2;6
2022-10-11 14:03:23;2;6
2022-10-11 14:04:24;3;11
2022-10-11 14:04:36;3;11
2022-10-11 14:04:47;3;11
2022-10-11 14:06:39;3;12
2022-10-11 14:09:30;5;21
2022-10-11 14:09:37;2;6
2022-10-11 14:09:41;2;6
2022-10-11 14:09:49;3;12
2022-10-11 14:10:02;5;21
2022-10-11 14:10:11;2;6
2022-10-11 14:10:39;8;36
2022-10-11 14:10:46;2;6
2022-10-11 14:11:35;3;11
2022-10-11 14:12:29;2;6
2022-10-11 14:16:32;2;7
2022-10-11 14:16:44;3;12
2022-10-11 14:18:21;2;6
2022-10-11 14:18:28;2;7
2022-10-11 14:18:31;6;26
2022-10-11 14:18:36;2;7
2022-10-11 14:18:43;3;12
2022-10-11 14:18:48;3;12
2022-10-11 14:19:15;2;7
2022-10-11 14:19:23;2;8
2022-10-11 14:22:20;6;27
2022-10-11 14:23:01;9;41
2022-10-11 14:26:25;2;8
2022-10-11 14:26:35;2;6
2022-10-11 14:26:57;3;12
2022-10-11 14:27:07;2;7
2022-10-11 14:28:57;5;24
2022-10-11 14:31:44;3;12
2022-10-11 14:31:50;2;6
2022-10-11 14:31:51;4;17
2022-10-11 14:32:04;3;11
2022-10-11 14:32:22;2;6
2022-10-11 14:32:30;2;6
2022-10-11 14:32:47;4;17
2022-10-11 14:35:00;3;11
2022-10-11 14:35:10;2;7
2022-10-11 14:36:27;3;13
2022-10-11 14:44:48;3;11
2022-10-11 14:45:00;3;12
2022-10-11 14:45:08;2;6
2022-10-11 14:45:53;2;6
2022-10-11 14:46:01;4;16
2022-10-11 14:46:08;2;6
2022-10-11 14:46:22;7;33
2022-10-11 14:46:33;2;8
2022-10-11 14:46:33;2;8
2022-10-11 14:46:43;5;22
2022-10-11 14:46:45;3;12
2022-10-11 14:46:49;3;12
2022-10-11 14:46:56;2;7
2022-10-11 14:47:02;3;12
2022-10-11 14:47:02;3;12
2022-10-11 14:47:20;5;22
2022-10-11 14:47:26;2;6
2022-10-11 14:51:17;2;6
2022-10-11 14:51:23;2;6
2022-10-11 14:57:12;8;37
2022-10-11 14:58:15;2;7
2022-10-11 14:58:22;2;7
2022-10-11 14:58:28;3;12
2022-10-11 14:58:31;2;7
2022-10-11 14:58:37;2;6
2022-10-11 15:00:14;3;11
2022-10-11 15:02:06;5;22
2022-10-11 15:02:17;2;7
2022-10-11 15:03:24;2;8
2022-10-11 15:03:32;2;7
2022-10-11 15:03:45;3;13
2022-10-11 15:06:32;3;11
2022-10-11 15:06:43;3;11
2022-10-11 15:11:35;3;11
2022-10-11 15:11:56;5;21
2022-10-11 15:12:15;3;12
2022-10-11 15:12:56;9;41
2022-10-11 15:13:10;3;12
2022-10-11 15:13:17;2;7
2022-10-11 15:17:14;8;37
2022-10-11 15:17:30;4;16
2022-10-11 15:17:41;2;6
2022-10-11 15:17:50;2;6
2022-10-11 15:19:57;2;7
2022-10-11 15:20:16;4;16
2022-10-11 15:22:09;5;21
2022-10-11 15:22:15;2;6
2022-10-11 15:24:31;2;6
2022-10-11 15:26:59;9;43
2022-10-11 15:27:22;5;23
2022-10-11 15:31:34;4;15
2022-10-11 15:33:43;4;16
2022-10-11 15:33:50;2;5
2022-10-11 15:46:25;3;11
2022-10-11 15:48:47;6;28
2022-10-11 15:49:00;2;6
2022-10-11 15:49:05;3;12
2022-10-11 15:49:07;2;7
2022-10-11 15:49:13;2;7
2022-10-11 15:50:01;2;5
2022-10-11 15:50:14;3;10
2022-10-11 15:51:25;2;6
2022-10-11 15:51:31;2;6
2022-10-11 15:56:20;3;11
2022-10-11 15:56:31;3;11
2022-10-11 15:57:03;7;30
2022-10-11 16:00:08;2;5
2022-10-11 16:01:24;2;6
2022-10-11 16:05:08;4;17
2022-10-11 16:05:26;3;13
2022-10-11 16:06:38;3;14
2022-10-11 16:07:20;2;10
2022-10-11 16:07:45;5;25
2022-10-11 16:08:26;8;40
2022-10-11 16:10:56;2;9
2022-10-11 16:11:15;6;28
2022-10-11 16:11:23;2;8
2022-10-11 16:11:34;2;8
2022-10-11 16:11:41;3;13
2022-10-11 16:16:37;2;6
2022-10-11 16:17:27;2;6
2022-10-11 16:17:47;4;16
2022-10-11 16:17:49;2;5
2022-10-11 16:17:53;2;6
2022-10-11 16:17:55;2;6
2022-10-11 16:18:13;4;16
2022-10-11 16:23:15;2;6
2022-10-11 16:23:26;3;11
2022-10-11 16:29:21;2;6
2022-10-11 16:33:25;2;9
2022-10-11 16:33:39;3;13
2022-10-11 16:33:42;3;13
2022-10-11 16:36:32;2;6
2022-10-11 16:36:36;3;11
2022-10-11 16:36:46;2;7
2022-10-11 16:41:19;2;8
2022-10-11 16:41:22;2;10
2022-10-11 16:49:58;2;7
2022-10-11 16:50:06;2;6
2022-10-11 16:50:13;2;7
2022-10-11 16:50:13;2;7
2022-10-11 16:50:45;7;32
2022-10-11 16:50:52;2;5
2022-10-11 16:52:50;3;11
2022-10-11 16:52:56;4;17
2022-10-11 16:52:57;2;7
2022-10-11 16:53:10;3;11
2022-10-11 16:53:16;2;6
2022-10-11 16:56:03;4;17
2022-10-11 16:56:30;5;21
2022-10-11 17:00:27;5;24
2022-10-11 17:06:37;3;11
2022-10-11 17:09:04;5;21
2022-10-11 17:09:24;4;16
2022-10-11 17:09:40;4;16
2022-10-11 17:12:38;4;16
2022-10-11 17:13:18;2;6
2022-10-11 17:13:41;5;20
2022-10-11 17:14:02;5;21
2022-10-11 17:16:19;2;6
2022-10-11 17:19:06;3;13
2022-10-11 17:19:13;2;7
2022-10-11 17:21:41;2;9
2022-10-11 17:21:56;2;10
2022-10-11 17:24:46;4;16
2022-10-11 17:24:52;2;6
2022-10-11 17:27:16;2;6
2022-10-11 17:27:17;2;6
2022-10-11 17:27:42;6;26
2022-10-11 17:27:50;2;6
2022-10-11 17:28:36;3;12
2022-10-11 17:28:45;2;6
2022-10-11 17:30:08;3;12
2022-10-11 17:30:23;3;13
2022-10-11 17:30:36;3;13
2022-10-11 17:31:42;3;12
2022-10-11 17:36:22;3;11
2022-10-11 17:36:39;4;17
2022-10-11 17:37:44;2;7
2022-10-11 17:41:46;3;11
2022-10-11 17:41:53;2;7
2022-10-11 17:44:15;7;32
2022-10-11 17:44:21;2;6
2022-10-11 18:01:45;2;6
2022-10-11 18:07:08;3;10
2022-10-11 18:07:16;3;11
2022-10-11 18:07:25;4;17
2022-10-11 19:22:03;5;21
2022-10-11 19:22:05;2;6
2022-10-11 19:22:14;3;11
2022-10-11 19:22:27;5;22
2022-10-12 06:34:16;2;8
2022-10-12 06:39:24;2;9
2022-10-12 06:39:32;2;8
2022-10-12 06:42:14;3;11
2022-10-12 06:42:25;3;11
2022-10-12 06:46:39;2;10
2022-10-12 06:52:18;2;7
2022-10-12 06:52:29;3;11
2022-10-12 07:01:49;3;11
2022-10-12 07:02:05;4;16
2022-10-12 07:02:14;2;5
2022-10-12 07:12:05;3;12
2022-10-12 07:12:22;3;12
2022-10-12 07:13:28;3;11
2022-10-12 07:14:25;4;16
2022-10-12 07:14:34;2;6
2022-10-12 07:16:32;3;10
2022-10-12 07:19:42;2;6
2022-10-12 07:21:23;2;5
2022-10-12 07:27:08;2;7
2022-10-12 07:27:13;2;5
2022-10-12 07:28:21;2;7
2022-10-12 07:31:01;2;6
2022-10-12 07:31:37;8;36
2022-10-12 07:31:44;2;6
2022-10-12 07:31:49;7;31
2022-10-12 07:31:55;3;11
2022-10-12 07:32:05;4;16
2022-10-12 07:36:37;2;6
2022-10-12 07:36:58;5;21
2022-10-12 07:41:26;2;7
2022-10-12 07:41:32;2;6
2022-10-12 07:46:27;4;16
2022-10-12 07:46:53;6;26
2022-10-12 07:51:17;2;6
2022-10-12 07:51:24;2;7
2022-10-12 07:53:03;3;12
2022-10-12 07:58:24;4;18
2022-10-12 08:00:16;3;12
2022-10-12 08:01:35;3;11
2022-10-12 08:06:26;3;13
2022-10-12 08:11:39;5;22
2022-10-12 08:11:51;3;12
2022-10-12 08:12:01;2;5
2022-10-12 08:12:17;4;16
2022-10-12 08:12:35;4;16
2022-10-12 08:12:41;2;6
2022-10-12 08:15:56;2;6
2022-10-12 08:17:11;4;16
2022-10-12 08:17:36;6;25
2022-10-12 08:17:45;5;21
2022-10-12 08:18:05;4;17
2022-10-12 08:18:10;2;6
2022-10-12 08:18:16;2;6
2022-10-12 08:19:32;2;6
2022-10-12 08:20:00;3;11
2022-10-12 08:20:11;3;11
2022-10-12 08:21:25;2;7
2022-10-12 08:21:31;2;6
2022-10-12 08:31:24;3;11
2022-10-12 08:36:26;2;7
2022-10-12 08:38:13;2;7
2022-10-12 08:38:53;8;36
2022-10-12 08:39:09;4;16
2022-10-12 08:41:04;4;16
2022-10-12 08:41:16;2;7
2022-10-12 08:41:28;3;12
2022-10-12 08:41:29;4;17
2022-10-12 08:46:52;6;27
2022-10-12 08:58:20;3;11
2022-10-12 08:59:18;2;7
2022-10-12 08:59:40;5;20
2022-10-12 09:00:08;2;6
2022-10-12 09:00:08;3;11
2022-10-12 09:00:11;7;31
2022-10-12 09:00:14;2;6
2022-10-12 09:00:25;4;16
2022-10-12 09:00:33;2;6
2022-10-12 09:00:36;3;11
2022-10-12 09:00:42;4;15
2022-10-12 09:01:10;6;28
2022-10-12 09:01:22;2;8
2022-10-12 09:01:25;3;13
2022-10-12 09:01:31;2;8
2022-10-12 09:01:46;5;23
2022-10-12 09:01:53;6;28
2022-10-12 09:01:54;5;23
2022-10-12 09:01:54;2;8
2022-10-12 09:02:45;2;7
2022-10-12 09:03:13;6;28
2022-10-12 09:03:52;8;37
2022-10-12 09:04:11;4;19
2022-10-12 09:07:07;4;17
2022-10-12 09:07:08;4;17
2022-10-12 09:07:23;4;16
2022-10-12 09:07:38;6;27
2022-10-12 09:07:58;2;6
2022-10-12 09:09:52;2;7
2022-10-12 09:09:55;2;7
2022-10-12 09:09:59;2;7
2022-10-12 09:10:01;2;6
2022-10-12 09:10:19;4;17
2022-10-12 09:10:49;2;6
2022-10-12 09:10:55;2;6
2022-10-12 09:11:03;2;6
2022-10-12 09:11:36;4;16
2022-10-12 09:11:48;3;12
2022-10-12 09:15:33;3;13
2022-10-12 09:15:46;3;13
2022-10-12 09:16:50;4;15
2022-10-12 09:17:04;3;11
2022-10-12 09:17:04;3;11
2022-10-12 09:17:17;3;10
2022-10-12 09:17:23;2;6
2022-10-12 09:18:54;2;6
2022-10-12 09:21:34;5;21
2022-10-12 09:25:38;3;11
2022-10-12 09:25:49;3;11
2022-10-12 09:26:20;2;6
2022-10-12 09:26:26;2;6
2022-10-12 09:31:29;3;11
2022-10-12 09:31:53;3;11
2022-10-12 09:31:58;2;5
2022-10-12 09:32:08;2;6
2022-10-12 09:36:37;5;21
2022-10-12 09:36:53;4;16
2022-10-12 09:38:17;3;12
2022-10-12 09:38:23;2;6
2022-10-12 09:40:12;3;13
2022-10-12 09:40:24;3;12
2022-10-12 09:40:35;2;7
2022-10-12 09:41:26;3;12
2022-10-12 09:43:04;2;6
2022-10-12 09:43:23;4;16
2022-10-12 09:43:34;3;11
2022-10-12 09:46:25;3;12
2022-10-12 09:47:12;3;11
2022-10-12 09:47:18;2;6
2022-10-12 09:47:31;3;11
2022-10-12 09:48:25;4;16
2022-10-12 09:48:33;2;6
2022-10-12 09:51:28;4;18
2022-10-12 09:52:59;2;8
2022-10-12 09:56:58;5;22
2022-10-12 09:58:15;6;26
2022-10-12 10:00:10;2;7
2022-10-12 10:01:47;2;6
2022-10-12 10:07:05;2;8
2022-10-12 10:07:20;3;13
2022-10-12 10:07:59;2;10
2022-10-12 10:08:14;3;14
2022-10-12 10:08:28;3;14
2022-10-12 10:22:40;78;390
2022-10-12 10:22:56;19;95
2022-10-12 10:23:04;5;24
2022-10-12 10:23:05;2;9
2022-10-12 10:23:09;2;9
2022-10-12 10:23:54;9;45
2022-10-12 10:24:04;2;9
2022-10-12 10:24:09;3;14
2022-10-12 10:24:25;37;184
2022-10-12 10:24:32;5;23
2022-10-12 10:25:16;4;20
2022-10-12 10:25:26;2;10
2022-10-12 10:26:53;2;10
2022-10-12 10:29:23;4;19
2022-10-12 10:31:54;2;8
2022-10-12 10:38:46;2;8
2022-10-12 10:39:30;2;8
2022-10-12 10:39:38;2;8
2022-10-12 10:39:54;3;12
2022-10-12 10:41:32;2;7
2022-10-12 10:44:31;3;13
2022-10-12 10:44:55;5;22
2022-10-12 10:45:07;2;8
2022-10-12 10:47:44;4;19
